AREA_ID,AREA_NAME,AREA_CODE,AREA_FLAG,TEAM_ID,TEAM_NAME,TEAM_SHORTNAME,TEAM_TLA,TEAM_CREST,ADDRESS,WEBSITE,FOUNDED,CLUB_COLORS,VENUE,COACH_ID,COACH_FIRSTNAME,COACH_LASTNAME,COACH_NAME,COACH_DOB,COACH_NATIONALITY,COACH_CONTRACT_START,COACH_CONTRACT_UNTIL
2072,England,ENG,https://crests.football-data.org/770.svg,61,Chelsea FC,Chelsea,CHE,https://crests.football-data.org/61.png,Fulham Road London SW6 1HS,http://www.chelseafc.com,1905,Royal Blue / White,Stamford Bridge,172279,Enzo,Maresca,Enzo Maresca,1980-02-10,Italy,2024-07,2029-06
